EntrezID	Symbol
105374659	LOC105374659
1767	DNAH5
7204	TRIO
54491	OTULINL
106635684	SNORD141B
728178	OTULIN-DT
56172	ANKH
124900944	LOC124900944
100616271	MIR4637
107986376	LOC107986376
124900197	LOC124900197
124900945	LOC124900945
23194	FBXL7
101929472	CTD-2350J17.1
107986407	MARCHF11-AS1
441061	MARCHF11
101929505	LINC02150
90441	ZNF622
54463	RETREG1
101929524	RETREG1-AS1
4651	MYO10
10409	BASP1
124900947	LOC124900947
401177	LINC02111
101929544	LINC02217
340096	H3Y2
391742	TAF11L2
646103	TAF11L3
646066	TAF11L5
112488736	TAF11L7
112488745	TAF11L9
112488747	TAF11L13
391769	H3Y1
124900199	LOC124900199
107986408	LINC02100
1016	CDH18
102725105	CDH18-AS1
105374676	LINC02241
105374677	LINC02146
105374678	LOC105374678
124900950	LOC124900950
728411	GUSBP1
105374685	LOC105374685
1010	CDH12
5369	PMCHL1
105374682	LOC105374682
56979	PRDM9
439936	LINC02899
124901173	LOC124901173
1008	CDH10
340107	LINC02239
105374693	LINC02211
124901176	LOC124901176
1007	CDH9
643401	PURPL
105374698	LINC02103
105374701	LOC105374701
101929660	LINC02109
124901178	LOC124901178
101929681	LINC02064
1004	CDH6
29102	DROSHA
55322	C5orf22
23037	PDZD2
107986346	LOC107986346
100422874	MIR4279
64083	GOLPH3
54545	MTMR12
51663	ZFR
10923	SUB1
105374714	LINC02061
4883	NPR3
340113	LINC02120
105374715	LOC105374715
105374716	LINC02160
124900637	LOC124900637
107986411	TARS1-DT
6897	TARS1
81792	ADAMTS12
51289	RXFP3
51151	SLC45A2
23600	AMACR
114899	C1QTNF3
124900957	LOC124900957
26064	RAI14
153657	TTC23L
5810	RAD1
64902	AGXT2
5618	PRLR
124901220	LOC124901220
79925	SPEF2
3575	IL7R
133690	CAPSL
100506406	CAPSL-DT
133688	UGT3A1
167127	UGT3A2
133686	NADK2
202151	RANBP3L
6507	SLC1A3
107986412	SLC1A3-AS1
646719	NIPBL-DT
55100	WDR70
100861519	GDNF-AS1
2668	GDNF
105374728	LINC02117
105374729	LINC02110
105374731	LINC02107
101929745	LINC02119
133584	EGFLAM
100852408	EGFLAM-AS4
100506475	EGFLAM-AS2
100874117	EGFLAM-AS1
124900964	LOC124900964
3977	LIFR
105374735	LOC105374735
101926904	LINC01265
107986414	LOC107986414
101929768	OSMR-DT
9180	OSMR
253260	RICTOR
2533	FYB1
1601	DAB2
101926940	LINC02104
102467077	LINC00603
106144578	LINC00604
105374736	LOC105374736
5734	PTGER4
23548	TTC33
5562	PRKAA1
84674	CARD6
730	C7
133558	MROH2B
729	C6
345557	PLCXD3
5019	OXCT1
102723752	LOC102723752
285636	RIMOC1
26272	FBXO4
2690	GHR
100129792	CCDC152
6414	SELENOP
643977	FLJ32255
648987	ANXA2R-OT1
389289	ANXA2R
100506639	LOC100506639
7690	ZNF131
167359	NIM1K
3157	HMGCS1
56477	CCL28
124900190	LOC124900190
23530	NNT
101927075	FGF10-AS1
2255	FGF10
102723839	LINC02224
100506674	MRPS30-DT
348980	HCN1
133418	EMB
79668	PARP8
124901181	LOC124901181
100287592	LINC02106
642366	ISL1-DT
3670	ISL1
105378960	LINC02118
3672	ITGA1
3673	ITGA2
124900974	LOC124900974
107986380	LOC107986380
10468	FST
4724	NDUFS4
105378966	LINC02105
693166	MIR581
54622	ARL15
104355136	LINC01033
8988	HSPB3
112574	SNX18
105378969	LOC105378969
124900976	LOC124900976
11082	ESM1
102467081	LOC102467081
105378971	LOC105378971
3001	GZMA
493869	GPX8
166979	CDC20B
345643	MCIDAS
10309	CCNO
23517	MTREX
100847019	MIR5687
8611	PLPP1
153129	SLC38A9
54514	DDX4
133396	IL31RA
3572	IL6ST
124901197	LOC124901197
105378976	LOC105378976
79722	ANKRD55
102467147	LINC01948
101928448	C5orf67
105378979	LOC105378979
4214	MAP3K1
133383	SETD9
166968	MIER3
65056	GPBP1
102724122	RMEL3
345651	ACTBL2
100996645	LNCBRM
101928505	LOC101928505
101928539	LINC02225
101928569	LINC02101
10769	PLK2
202309	GAPT
100616339	MIR548AE2
101928600	LINC02108
115827	RAB3C
5144	PDE4D
25859	PART1
55789	DEPDC1B
79993	ELOVL7
1161	ERCC8
91942	NDUFAF2
101928630	SMIM15-AS1
105378992	LINC02057
105378994	LOC105378994
124900983	LOC124900983
285668	C5orf64
101928651	LOC101928651
100506526	C5orf64-AS1
105378998	LOC105378998
3796	KIF2A
101180901	IPO11-LRRC70
3350	HTR1A
285671	RNF180
401190	RGS7BP
100132916	SHISAL2B
285672	SREK1IP1
10283	CWC27
11174	ADAMTS6
54557	SGTB
57486	NLN
55914	ERBIN
140890	SREK1
101928741	LINC02065
124900988	LOC124900988
105379003	LOC105379003
101928769	LINC02229
375449	MAST4
101928794	MAST4-AS1
4064	CD180
124900989	LOC124900989
101928819	LOC101928819
101928858	LINC02997
105379006	LINC02242
102467655	LINC02219
5295	PIK3R1
105379013	LOC105379013
105379011	LOC105379011
124900198	LOC124900198
107984116	LOC107984116
101928885	LINC02198
64924	SLC30A5
891	CCNB1
202243	CCDC125
101928924	LOC101928924
100506658	OCLN
728340	GTF2H2C
653188	GUSBP3
124900996	LOC124900996
728492	SERF1B
11039	GUSBP14
653238	GTF2H2B
11042	GUSBP15
653080	GUSBP16
101929599	LOC101929599
8293	SERF1A
4671	NAIP
647859	OCLNP1
100049076	GUSBP17
105379025	LOC105379025
5370	PMCHL2
107987420	LOC107987420
102724392	LINC02197
55814	BDP1
64087	MCCC2
9607	CARTPT
4131	MAP1B
105379028	LOC105379028
100616377	MIR4803
23107	MRPS27
79810	PTCD2
167465	ZNF366
121232377	TNPO1-DT
3842	TNPO1
115548	FCHO2
134285	TMEM171
105379030	LOC105379030
134288	TMEM174
340090	LOC340090
124901002	LOC124901002
105379033	LINC02230
107986383	LOC107986383
2297	FOXD1
104355294	LINC01386
689	BTF3
84135	UTP15
64283	ARHGEF28
105379036	LINC02122
124901004	LOC124901004
102503429	LINC01335
101929082	LINC01333
104310351	LINC01331
8507	ENC1
3074	HEXB
26049	FAM169A
124900209	LOC124900209
105379040	LOC105379040
51301	GCNT4
256006	ANKRD31
3156	HMGCR
124901007	LOC124901007
10087	CERT1
51426	POLK
728780	ANKDD1B
134359	POC5
22987	SV2C
105379041	SV2C-AS1
105379042	LOC105379042
10788	IQGAP2
2151	F2RL2
100302746	NCRUPAR
2149	F2R
2150	F2RL1
170591	S100Z
1393	CRHBP
55109	AGGF1
677828	SNORA47
728723	ZBED3-AS1
8622	PDE8B
55255	WDR41
23440	OTP
6902	TBCA
101929154	LOC101929154
8546	AP3B1
124901010	LOC124901010
10184	LHFPL2
124900191	LOC124900191
411	ARSB
29958	DMGDH
23743	BHMT2
635	BHMT
124900205	LOC124900205
124901011	LOC124901011
133746	JMY
9456	HOMER1
124901013	LOC124901013
202333	CMYA5
102724557	LOC102724557
105616916	LINC01455
7060	THBS4
101929215	THBS4-AS1
256987	SERINC5
124900204	LOC124900204
84654	SPZ1
441089	CRSP8P
121232370	FAM151B-DT
340120	ANKRD34B
103689917	LINC01337
102524628	RASGRF2-AS1
5924	RASGRF2
1160	CKMT2
100131067	CKMT2-AS1
134526	ACOT12
23635	SSBP2
107986385	LOC107986385
83734	ATG10
92270	ATP6AP1L
100616297	MIR3977
124901020	LOC124901020
105379051	LOC105379051
153339	TMEM167A
7518	XRCC4
1462	VCAN
105379054	VCAN-AS1
1404	HAPLN1
10085	EDIL3
105379057	EDIL3-DT
285622	NBPF22P
1350	COX7C
109623460	SNORD138
100505878	LINC02059
101929380	LOC101929380
645261	LOC645261
902	CCNH
105379069	LINC02144
124901023	LOC124901023
153396	TMEM161B
100505894	TMEM161B-DT
645323	MIR9-2HG
124901024	GSCAR
4208	MEF2C
101929423	MEF2C-AS1
102724637	LOC102724637
100500825	MIR3660
101929495	LINC01339
1070	CETN3
731157	LOC731157
10622	POLR3G
84059	ADGRV1
107986432	LOC107986432
100505994	LUCAT1
57561	ARRDC3
107986434	LOC107986434
105379078	LOC105379078
105379080	LOC105379080
107984117	LINC02058
441094	NR2F1-AS1
7025	NR2F1
100313887	MIR2277
124901028	LOC124901028
83989	ARB2A
79772	MCTP1
153643	FAM81B
83890	SPATA9
22836	RHOBTB3
2745	GLRX
202299	LINC01554
105379091	LOC105379091
22936	ELL2
693168	MIR583
105379675	LOC105379675
5122	PCSK1
831	CAST
101929710	LOC101929710
51752	ERAP1
64167	ERAP2
4012	LNPEP
101926893	LIX1-AS1
167410	LIX1
55781	RIOK2
102546227	LINC01340
109729164	LINC02234
105379098	LINC01846
285704	RGMB
503569	RGMB-AS1
100289230	LOC100289230
102724855	LINC02113
100133050	GUSBP19
105379100	LOC105379100
345757	FAM174A
100302288	MIR548P
7903	ST8SIA4
353189	SLCO4C1
133482	SLCO6A1
124901035	LOC124901035
100861468	LINC00492
285708	LINC00491
105379104	LOC105379104
5066	PAM
54826	GIN1
23262	PPIP5K2
124901037	LOC124901037
90355	MACIR
102467212	LINC02115
83594	NUDT12
101930276	LOC101930276
107986389	NIHCOLE
105379110	LOC105379110
102467213	LINC01950
1946	EFNA5
64839	FBXL17
100652853	LINC01023
2241	FER
124901040	LOC124901040
285638	LOC285638
9867	PJA2
124901041	MAN2A1-DT
4124	MAN2A1
100289673	LINC01848
642987	TMEM232
100302159	MIR548F3
91137	SLC25A46
105379121	LOC105379121
85480	TSLP
134430	WDR36
814	CAMK4
100505678	STARD4-AS1
134429	STARD4
9315	NREP
100873948	NREP-AS1
114915	EPB41L4A-AS1
64097	EPB41L4A
124901044	LOC124901044
54508	EPB41L4A-DT
124901043	LOC124901043
102467214	LINC02200
324	APC
6728	SRP19
7905	REEP5
167227	DCP2
4163	MCC
107986366	LOC107986366
83942	TSSK1B
64848	YTHDC2
105379127	LOC105379127
3781	KCNN2
101927059	LINC01957
101927078	LOC101927078
55521	TRIM36
5229	PGGT1B
153733	CCDC112
105379130	LOC105379130
56929	FEM1C
353376	TICAM2
100302736	TMED7-TICAM2
124901048	LOC124901048
1036	CDO1
51397	COMMD10
101927233	SEMA6A-AS1
57556	SEMA6A
105379132	SEMA6A-AS2
102467223	LINC02214
107986375	LOC107986375
728342	LINC00992
124900192	LOC124900192
124901051	LOC124901051
100505811	LINC02148
101927280	LINC02208
102467225	LINC02215
124901052	LOC124901052
100422885	MIR1244-2
1657	DMXL1
25816	TNFAIP8
3295	HSD17B4
107986444	LOC107986444
340069	FAM170A
51334	PRR16
102467226	LOC102467226
94033	FTMT
153443	SRFBP1
4015	LOX
100505841	ZNF475
9627	SNCAIP
153163	MGC32805
107986446	LOC107986446
101927379	LINC02201
6643	SNX2
28966	SNX24
107986447	PPIC-AS1
93166	PRDM6
105379152	PRDM6-AS1
153241	CEP120
1456	CSNK1G3
101927397	LOC101927397
103724389	LINC01170
107986448	LOC107986448
57507	ZNF608
101927421	LOC101927421
107986391	LOC107986391
105379158	LOC105379158
101927460	LINC02240
102546228	LINC02039
124901056	LOC124901056
101927488	LOC101927488
65983	GRAMD2B
501	ALDH7A1
389320	SPMIP10
102723557	LMNB1-DT
4001	LMNB1
115123	MARCHF3
401207	C5orf63
105379198	LOC105379198
124901057	LOC124901057
84466	MEGF10
133619	PRRC1
613212	CTXN3
728586	CCDC192
644873	SLC12A2-DT
6558	SLC12A2
2201	FBN2
28965	SLC27A6
51015	ISOC1
100616175	MIR4633
102723654	LOC102723654
100616325	MIR4460
171019	ADAMTS19
100127206	MINAR2
337876	CHSY3
107986449	LOC107986449
3094	HINT1
56990	CDC42SE2
51735	RAPGEF6
96459	FNIP1
728637	MEIKIN
23305	ACSL6
124901062	LOC124901062
3562	IL3
1437	CSF2
100861518	P4HA2-AS1
8974	P4HA2
102465498	MIR6830
8572	PDLIM4
124901063	LOC124901063
6583	SLC22A4
553103	MIR3936HG
100500865	MIR3936
6584	SLC22A5
441108	IRF1-AS1
10111	RAD50
3659	IRF1
3567	IL5
3596	IL13
101927761	TH2LCRR
3565	IL4
11127	KIF3A
645121	CCNI2
23176	SEPTIN8
134548	SOWAHA
134549	SHROOM1
2661	GDF9
3308	HSPA4
105379178	LOC105379178
105379181	CTB-49A3.2
23105	FSTL4
124901067	LOC124901067
105379180	CTB-3M24.3
100302134	MIR1289-2
105664404	WSPAR
56951	C5orf15
7416	VDAC1
124901069	LOC124901069
6932	TCF7
6500	SKP1
5515	PPP2CA
51265	CDKL3
91368	CDKN2AIPNL
102546229	LINC02999
101927934	LINC01843
23338	JADE2
51128	SAR1B
819	CAMLG
134553	C5orf24
79770	TXNDC15
84105	PCBD2
347732	CATSPER3
5307	PITX1
101927953	EPIST
100996485	PITX1-AS1
340073	LINC02900
9555	MACROH2A1
140947	DCANP1
497189	TIFAB
153328	SLC25A48
4762	NEUROG1
9547	CXCL14
340074	SLC25A48-AS1
100847082	MIR5692C1
107986453	LOC107986453
3578	IL9
26223	FBXL21P
3950	LECT2
7045	TGFBI
100126299	VTRNA2-1
4090	SMAD5
389332	SMIM32
100874024	TRPC7-AS1
57113	TRPC7
106478968	TRPC7-AS2
124901075	LOC124901075
124901076	LOC124901076
105379191	CTB-1I21.1
6695	SPOCK1
26249	KLHL3
100126343	MIR874
10949	HNRNPA0
4888	NPY6R
9499	MYOT
51306	FAM13B
7478	WNT8A
8382	NME5
10902	BRD8
8697	CDC23
2676	GFRA3
995	CDC25C
51780	KDM3B
51308	REEP2
1958	EGR1
2107	ETF1
3313	HSPA9
1495	CTNNA1
124901196	LOC124901196
64374	SIL1
9782	MATR3
51247	PAIP2
9963	SLC23A1
51237	MZB1
389333	PROB1
202051	SPATA24
202052	DNAJC18
641700	ECSCR
111064649	SMIM33
340061	STING1
124901083	LOC124901083
7322	UBE2D2
51523	CXXC5
84249	PSD2
101929696	PSD2-AS1
9542	NRG2
100505636	MALINC1
124900193	LOC124900193
5813	PURA
492311	IGIP
101929719	LOC101929719
84418	CYSTM1
5201	PFDN1
1839	HBEGF
83697	SLC4A9
54882	ANKHD1
8637	EIF4EBP3
10011	SRA1
10307	APBB3
929	CD14
55374	TMCO6
4695	NDUFA2
54853	WDR55
3035	HARS1
105378198	LOC105378198
56663	VTRNA1-2
56134	PCDHAC2
5098	PCDHGC3
56097	PCDHGC5
56098	PCDHGC4
1729	DIAPH1
285613	RELL2
89848	FCHSD1
64411	ARAP3
124901094	LOC124901094
5097	PCDH1
729080	LOC729080
9812	DELE1
51294	PCDH12
9604	RNF14
10007	GNPDA1
80762	NDFIP1
81848	SPRY4
101926941	SPRY4-AS1
2246	FGF1
101926975	LINC01844
23092	ARHGAP26
100874239	ARHGAP26-AS1
2908	NR3C1
105378208	LOC105378208
100846991	MIR5197
57824	HMHB1
81555	YIPF5
57528	KCTD16
153768	PRELID2
105378211	LOC105378211
643226	GRXCR2
153769	SH3RF2
51520	LARS1
127814297	LOC127814297
5459	POU4F3
105378213	LOC105378213
10915	TCERG1
134391	GPR151
105378215	CTB-99A3.1
5521	PPP2R2B
105378217	STK32A-AS1
202374	STK32A
1809	DPYSL3
153469	JAKMIP2-AS1
9832	JAKMIP2
6690	SPINK1
117156	SCGB3A2
389336	C5orf46
11005	SPINK5
408187	SPINK14
153218	SPINK13
84651	SPINK7
81545	FBXO38
3360	HTR4
154	ADRB2
79628	SH3TC2
255187	SH3TC2-DT
22885	ABLIM3
134265	AFAP1L1
124901103	LOC124901103
78991	PCYOX1L
27190	IL17B
728264	CARMN
406937	MIR145
1452	CSNK1A1
389337	ARHGEF37
124901221	LOC124901221
133522	PPARGC1B
494327	MIR378A
5145	PDE6A
644762	MFFP2
1836	SLC26A2
22993	HMGXB3
1436	CSF1R
5159	PDGFRB
1044	CDX1
6534	SLC6A7
815	CAMK2A
340075	ARSI
6949	TCOF1
972	CD74
6208	RPS14
3340	NDST1
11346	SYNPO
124901108	LOC124901108
124901107	LOC124901107
91977	MYOZ3
51164	DCTN4
85027	SMIM3
345611	IRGM
91975	ZNF300
2878	GPX3
10318	TNIP1
309	ANXA6
26112	CCDC69
2760	GM2A
285641	SLC36A3
153201	SLC36A2
105378234	LOC105378234
206358	SLC36A1
102465246	MIR6499
2196	FAT2
105378231	LOC105378231
6678	SPARC
475	ATOX1
100652758	LOC100652758
10146	G3BP1
2741	GLRA1
101927115	LINC01933
56923	NMUR2
101927134	LINC01470
2890	GRIA1
105378238	LINC01861
10827	FAM114A2
107986465	LOC107986465
55568	GALNT10
100302181	MIR1294
386627	SAP30L-AS1
79685	SAP30L
9421	HAND1
100422950	MIR3141
23367	LARP1
100302284	MIR1303
10826	FAXDC2
29093	MRPL22
285643	KIF4B
105378239	LOC105378239
6444	SGCD
105377673	LOC105377673
153743	PPP1R2B
91937	TIMD4
26762	HAVCR1
84868	HAVCR2
3702	ITK
9443	MED7
153745	GARIN3
26999	CYFIP2
408263	FNDC9
348938	NIPAL4
8728	ADAM19
11063	SOX30
100190949	C5orf52
54974	THG1L
134353	LSM11
9685	CLINT1
101927697	LINC02227
124901122	LOC124901122
1879	EBF1
101927740	LINC02202
153830	RNF145
124900203	LOC124900203
134510	UBLCP1
105377683	LOC105377683
3593	IL12B
285626	LOC285626
105377684	LOC105377684
285627	LINC01845
124901123	LOC124901123
105377687	LOC105377687
147	ADRA1B
101927766	LINC01847
7265	TTC1
114825	PWWP2A
2172	FABP6
105377690	FABP6-AS1
79616	CCNJL
114898	C1QTNF2
107075116	MIR3142HG
100422938	MIR3142
406938	MIR146A
23120	ATP10B
285629	LINC02159
2561	GABRB2
2559	GABRA6
2566	GABRG2
105377698	LOC105377698
105377700	LOC105377700
105377697	LOC105377697
900	CCNG1
27430	MAT2B
105377703	LINC03000
102546299	LOC102546299
105377701	LINC01938
102557615	LINC01947
57451	TENM2
101927908	LOC101927908
105377709	LOC105377709
101927862	TENM2-AS1
23286	WWC1
345630	FBLL1
79646	PANK3
6586	SLIT3
101927969	SLIT3-AS2
407001	MIR218-2
124901130	LOC124901130
728095	SLIT3-AS1
693170	MIR585
124901131	LOC124901131
54908	SPDL1
1794	DOCK2
100131897	INSYN2B
100616498	MIR378E
2299	FOXI1
100507267	LINC01187
133874	C5orf58
3937	LCP2
100128059	LOC100128059
257358	LINC01366
30820	KCNIP1
3779	KCNMB1
105377716	KCNIP1-AS1
107986473	LOC107986473
2568	GABRP
64901	RANBP17
30012	TLX3
109616973	SNORA70J
100500831	MIR3912
4869	NPM1
8817	FGF18
105377724	LOC105377724
644994	SMIM23
23291	FBXW11
6793	STK10
285588	EFCAB9
92181	UBTD2
285590	SH3PXD2B
105377727	LOC105377727
105377728	LINC01944
54492	NEURL1B
100847029	MIR5003
107986479	LOC107986479
101928093	LOC101928093
105377730	LOC105377730
57222	ERGIC1
51121	RPL26L1
8992	ATP6V0E1
677841	SNORA74B
153222	CREBRF
662	BNIP1
1482	NKX2-5
8614	STC2
102465862	MIR8056
105377732	LOC105377732
285593	LINC02995
91272	BOD1
107986480	LINC01863
105377736	LINC01942
107984118	LOC107984118
101928136	LINC01484
101928154	LINC01485
80315	CPEB4
133491	C5orf47
51617	NSG2
102724551	LOC102724551
101928176	LINC01411
105377740	LOC105377740
4488	MSX2
100616202	MIR4634
105377742	LOC105377742
441116	LINC01951
1812	DRD1
94081	SFXN1
3274	HRH2
10814	CPLX2
84321	THOC3
105377745	THOC3-AS1
124901141	LOC124901141
202134	FAM153B
107986487	LOC107986487
643201	CEP192P1
375484	SIMC1
57179	KIAA1191
285598	ARL10
51491	NOP16
1212	CLTB
23197	FAF2
22838	RNF44
54825	CDHR2
114787	GPRIN1
100422962	MIR4281
253314	EIF4E1B
26262	TSPAN17
102577424	LINC01574
90249	UNC5A
3101	HK3
51720	UIMC1
23567	ZNF346
2264	FGFR4
64324	NSD1
53917	RAB24
83463	MXD3
10960	LMAN2
10636	RGS14
6569	SLC34A1
345456	PFN3
2870	GRK6
2161	F12
340037	PRR7-AS1
80758	PRR7
1627	DBN1
9260	PDLIM7
79930	DOK3
54540	FAM193B
54732	TMED9
11285	B4GALT7
202181	SIMC1P1
107986489	LOC107986489
285596	FAM153A
105377752	LOC105377752
728554	LOC728554
105377753	LOC105377753
100128340	LOC100128340
5626	PROP1
653316	FAM153CP
23138	N4BP3
64777	RMND5B
55651	NHP2
64396	GMCL2
3182	HNRNPAB
85007	PHYKPL
91522	COL23A1
57396	CLK4
102724657	MSANTD5
6940	ZNF354A
729522	AACSP1
117608	ZNF354B
80108	ZFP2
9509	ADAMTS2
107986494	LOC107986494
124901224	LOC124901224
100289470	LOC100289470
80230	RUFY1
101928445	RUFY1-AS1
3187	HNRNPH1
285679	C5orf60
100502572	LOC100502572
105377763	LOC105377763
821	CANX
646019	CBY3
9794	MAML1
4056	LTC4S
100302156	MIR1229
11282	MGAT4B
8878	SQSTM1
51149	MRNIP
23061	TBC1D9B
124901150	LOC124901150
55819	RNF130
442908	MIR340
255426	RASGEF1C
5601	MAPK9
124901151	LOC124901151
9945	GFPT2
124901152	LOC124901152
102725231	LOC102725231
57472	CNOT6
92304	SCGB3A1
2324	FLT4
105377765	LINC02222
134083	OR2Y1
4245	MGAT1
729678	LINC00847
643836	ZFP62
79908	BTNL8
10917	BTNL3
153579	BTNL9
102465882	MIR8089
26693	OR2V1
285659	OR2V2
102577426	LINC01962
107986496	TRIM7-AS1
81786	TRIM7
90933	TRIM41
10399	RACK1
84851	TRIM52
100507602	TRIM52-AS1
100132062	LOC100132062
26683	OR4F3
107105278	SEPTIN14P6
105374869	LOC105374869
285766	LINC03066
56940	DUSP22
3662	IRF4
135458	HUS1B
55770	EXOC2
105374873	LOC105374873
285768	LINC01622
94234	FOXQ1
106144586	LINC01394
2295	FOXF2
102466720	MIR6720
101927703	FOXCUT
2296	FOXC1
2762	GMDS
100508120	GMDS-DT
105374885	LINC02521
154386	LINC01600
340156	MYLK4
1992	SERPINB1
100616285	MIR4645
221756	SERPINB9P1
5272	SERPINB9
5269	SERPINB6
401232	LINC01011
4835	NQO2
101927759	LOC101927759
401233	HTATSF1P2
124901242	LOC124901242
8737	RIPK1
670	BPHL
7280	TUBB2A
100507194	LINC02525
347733	TUBB2B
100422781	LOC100422781
389362	PSMG4
63027	SLC22A23
100507336	LOC100507336
221749	PXDC1
26240	FAM50B
124901245	LOC124901245
222826	FAM217A
404220	TEX56P
124901246	LOC124901246
100507506	ECI2-DT
102724096	LOC102724096
101927888	LOC101927888
124901247	LOC124901247
105374895	LINC02533
105374894	LOC105374894
497048	KU-MEL-3
9425	CDYL
101927913	CDYL-AS1
10799	RPP40
100129461	LYRM4-AS1
57128	LYRM4
648791	PPP1R3G
100500900	MIR3691
124901249	LOC124901249
10667	FARS2
101927972	FARS2-AS1
101927950	LOC101927950
124901251	LOC124901251
51299	NRN1
100847034	MIR5683
102466866	MIR7853
2162	F13A1
285780	LY86-AS1
9450	LY86
101928047	LOC101928047
101928004	LOC101928004
105374901	LOC105374901
105374904	LOC105374904
6239	RREB1
6745	SSR1
285782	CAGE1
83732	RIOK1
1832	DSP
101928076	DSP-AS1
154007	SNRNP48
654	BMP6
81567	TXNDC5
206426	PIP5K1P1
63915	BLOC1S5
9521	EEF1E1
105374911	LOC105374911
105374910	LOC105374910
51000	SLC35B3
100506207	LOC100506207
728655	HULC
105374914	LOC105374914
107986562	LOC107986562
124901255	LOC124901255
266553	OFCC1
109729173	TFAP2A-AS2
7020	TFAP2A
100130275	TFAP2A-AS1
106660610	MIR5689HG
100846998	MIR5689
101928106	LINC02522
2651	GCNT2
51522	TMEM14C
118597831	TMEM14B-DT
4117	MAK
9247	GCM2
221711	SYCP2L
100506409	ELOVL2-AS1
221710	SMIM13
405754	ERVFRD-1
4739	NEDD9
105374925	LOC105374925
105374928	LOC105374928
100113407	TMEM170B
124900221	LOC124900221
124901258	LOC124901258
84830	ADTRP
124901257	LOC124901257
3096	HIVEP1
1906	EDN1
101928309	LINC02530
221692	PHACTR1
100130357	LOC100130357
51256	TBC1D7
54438	GFOD1
23408	SIRT5
51406	NOL7
10048	RANBP9
63933	MCUR1
221687	RNF182
9308	CD83
102216342	LINC01108
105374943	LOC105374943
101928331	LOC101928331
101928354	LOC101928354
105374945	LOC105374945
3720	JARID2
84062	DTNBP1
101928406	LINC02543
29116	MYLIP
100616269	MIR4639
2766	GMPR
127903862	LOC127903862
6310	ATXN1
101928433	ATXN1-AS1
107986573	LOC107986573
105374951	LOC105374951
401236	STMND1
221662	RBM24
10486	CAP2
102724591	LOC102724591
51439	FAM8A1
9972	NUP153
63971	KIF13A
378884	NHLRC1
221656	KDM1B
7913	DEK
255488	RNF144B
105374956	MIR548A1HG
693125	MIR548A1
105374961	LOC105374961
107986575	LOC107986575
100506885	LNC-LBCS
3400	ID4
101928573	LOC101928573
154141	MBOAT1
124901272	LOC124901272
1871	E2F3
54901	CDKAL1
100874531	LINC00581
6659	SOX4
107986579	LOC107986579
401237	CASC15
5617	PRL
154150	HDGFL1
102724736	LOC102724736
102724749	LOC102724749
124900213	LOC124900213
105374976	LOC105374976
124900220	LOC124900220
51473	DCDC2
353219	KAAG1
57380	MRS2
2822	GPLD1
7915	ALDH5A1
9856	KIAA0319
51567	TDP2
55856	ACOT13
51053	GMNN
101928603	ARMH2
9750	RIPOR2
124901282	LOC124901282
8418	CMAHP
55604	CARMIL1
10590	SCGN
6568	SLC17A1
10050	SLC17A4
10786	SLC17A3
10246	SLC17A2
3018	H2BC3
3077	HFE
8364	H4C3
3017	H2BC5
8360	H4C4
8343	H2BC7
8339	H2BC8
3007	H1-3
8968	H3C7
8346	H2BC10
8365	H4C8
101928743	LOC101928743
11118	BTN3A2
10385	BTN2A2
11119	BTN3A1
54718	BTN2A3P
10384	BTN3A3
11120	BTN2A1
696	BTN1A1
493812	HCG11
10473	HMGN4
105374988	LOC105374988
29777	ABT1
105374989	LOC105374989
79692	ZNF322
102724851	LOC102724851
124901290	LOC124901290
387036	GUSBP2
100133205	LINC00240
8970	H2BC11
85235	H2AC12
100422934	MIR3143
10279	PRSS16
94026	POM121L2
387316	VN1R10P
346157	ZNF391
105375001	LOC105375001
100507173	LINC01012
100131289	LOC100131289
8340	H2BC13
8363	H4C11
8330	H2AC15
8332	H2AC16
8354	H3C11
8368	H4C13
124901506	LOC124901506
65944	OR2B8P
7718	ZNF165
80345	ZSCAN16
7745	ZKSCAN8
222699	TOB2P1
84547	PGBD1
64288	ZSCAN31
80317	ZKSCAN3
9753	ZSCAN12
222696	ZSCAN23
124901294	LOC124901294
124901295	LOC124901295
257202	GPX6
2880	GPX5
114821	SCAND3
105374996	LOC105374996
387055	LINC00533
124901296	LOC124901296
401242	LINC01623
5987	TRIM27
414761	HCG15
282890	ZNF311
100129636	OR2W1-AS1
26692	OR2W1
442184	OR2B3
442185	OR2J1
442186	OR2J3
26707	OR2J2
101929006	LINC03003
442191	OR14J1
81696	OR5V1
26529	OR12D2
26531	OR11A1
442194	OR10C1
26716	OR2H1
116511	MAS1L
124901486	LOC124901486
105375009	LINC02829
100507362	LINC01015
442197	OR2I1P
10537	UBD
692092	SNORD32B
7932	OR2H2
2550	GABBR1
4340	MOG
346171	ZFP57
3134	HLA-F
285830	HLA-F-AS1
340198	IFITM4P
352962	HLA-V
54435	HCG4
3135	HLA-G
352990	HCP5B
3136	HLA-H
80868	HCG4B
3105	HLA-A
10255	HCG9
3137	HLA-J
80862	POLR1HASP
6992	PPP1R11
80352	RNF39
104533120	TRIM31-AS1
11074	TRIM31
124900227	LOC124900227
135644	TRIM40
10107	TRIM10
89870	TRIM15
7726	TRIM26
414778	HCG17
3139	HLA-L
414777	HCG18
79897	RPP21
105375012	LOC105375012
3133	HLA-E
111082993	LINC02569
2794	GNL1
100126314	MIR877
23	ABCF1
5514	PPP1R10
28973	MRPS18B
79969	ATAT1
221545	C6orf136
